,uuid,OBJECTID_1,count
842,b0e9abf6-8c64-423a-b8d5-6669de4f4bdb,7829,39
843,b19c90c3-c82c-ba3f-fa50-fdd2b787e5bb,7901,22
844,b2e5fc49-d460-42b9-893c-27dbaff94300,8031,14
845,b2e5fc49-d460-42b9-893c-27dbaff94300,8032,14
846,b2e5fc49-d460-42b9-893c-27dbaff94300,8037,15
847,b2e5fc49-d460-42b9-893c-27dbaff94301,8000,16
848,b2e5fc49-d460-42b9-893c-27dbaff94301,8032,15
849,b2e5fc49-d460-42b9-893c-27dbaff94301,8037,26
850,b2e5fc49-d460-42b9-893c-27dbaff94301,8102,1
851,b2e5fc49-d460-42b9-893c-27dbaff94301,8103,7
852,b2e5fc49-d460-42b9-893c-27dbaff94302,8000,30
853,b2e5fc49-d460-42b9-893c-27dbaff94302,8037,60
854,b2e5fc49-d460-42b9-893c-27dbaff94302,8086,28
855,b2e5fc49-d460-42b9-893c-27dbaff94303,7856,5
856,b2e5fc49-d460-42b9-893c-27dbaff94303,8000,45
857,b2e5fc49-d460-42b9-893c-27dbaff94303,8037,39
858,b2e5fc49-d460-42b9-893c-27dbaff94304,7758,5
859,b2e5fc49-d460-42b9-893c-27dbaff94304,7789,9
860,b2e5fc49-d460-42b9-893c-27dbaff94304,7854,12
861,b2e5fc49-d460-42b9-893c-27dbaff94304,8000,1
862,b2e5fc49-d460-42b9-893c-27dbaff94304,8031,1
863,b2e5fc49-d460-42b9-893c-27dbaff94304,8032,15
864,b2e5fc49-d460-42b9-893c-27dbaff94304,8037,45
865,b2e5fc49-d460-42b9-893c-27dbaff94304,8102,1
866,b2e5fc49-d460-42b9-893c-27dbaff94305,8032,15
867,b2e5fc49-d460-42b9-893c-27dbaff94305,8037,20
868,b2e5fc49-d460-42b9-893c-27dbaff94306,8000,22
869,b2e5fc49-d460-42b9-893c-27dbaff94306,8032,2
870,b2e5fc49-d460-42b9-893c-27dbaff94306,8037,24
871,b2e5fc49-d460-42b9-893c-27dbaff94306,8086,14
872,b2e5fc49-d460-42b9-893c-27dbaff94307,8000,30
873,b2e5fc49-d460-42b9-893c-27dbaff94307,8031,29
874,b2e5fc49-d460-42b9-893c-27dbaff94307,8032,29
875,b2e5fc49-d460-42b9-893c-27dbaff94307,8037,2
876,b2e5fc49-d460-42b9-893c-27dbaff94307,8083,15
877,b2e5fc49-d460-42b9-893c-27dbaff94307,8086,27
878,b2e5fc49-d460-42b9-893c-27dbaff94308,8000,30
879,b2e5fc49-d460-42b9-893c-27dbaff94308,8083,14
880,b2e5fc49-d460-42b9-893c-27dbaff94308,8086,28
881,b2e5fc49-d460-42b9-893c-27dbaff94309,7789,11
882,b2e5fc49-d460-42b9-893c-27dbaff94309,7855,9
883,b2e5fc49-d460-42b9-893c-27dbaff94309,8000,46
884,b2e5fc49-d460-42b9-893c-27dbaff94309,8037,34
885,b2e5fc49-d460-42b9-893c-27dbaff94309,8083,14
886,b2e5fc49-d460-42b9-893c-27dbaff94309,8086,28
887,b2e5fc49-d460-42b9-893c-27dbaff94309,8102,1
888,b2e5fc49-d460-42b9-893c-27dbaff9430a,7789,22
889,b2e5fc49-d460-42b9-893c-27dbaff9430a,7855,20
890,b2e5fc49-d460-42b9-893c-27dbaff9430a,8000,30
891,b2e5fc49-d460-42b9-893c-27dbaff9430a,8037,32
892,b2e5fc49-d460-42b9-893c-27dbaff9430b,7855,14
893,b2e5fc49-d460-42b9-893c-27dbaff9430b,8000,45
894,b2e5fc49-d460-42b9-893c-27dbaff9430b,8031,2
895,b2e5fc49-d460-42b9-893c-27dbaff9430b,8032,13
896,b2e5fc49-d460-42b9-893c-27dbaff9430b,8037,33
897,b2e5fc49-d460-42b9-893c-27dbaff9430b,8083,14
898,b2e5fc49-d460-42b9-893c-27dbaff9430c,7855,11
899,b2e5fc49-d460-42b9-893c-27dbaff9430c,8037,26
900,b2e5fc49-d460-42b9-893c-27dbaff9430c,8103,13
901,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,7737,675
902,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,7906,3
903,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,7910,15
904,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,8037,1
905,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,8138,21
906,b8fed863-9f1c-447c-8f82-df0c2e067dea,8075,3
907,b8fed863-9f1c-447c-8f82-df0c2e067dea,8083,4
908,b8fed863-9f1c-447c-8f82-df0c2e067dea,8160,45
909,ba679be4-7e1d-42b7-80f7-c97a162dab5b,7854,11
910,ba679be4-7e1d-42b7-80f7-c97a162dab5b,7855,11
911,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,7758,5
912,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,7995,1
913,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,8083,110
914,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,8086,14
915,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,8103,62
916,bb407f30-f5f8-466e-aff9-25556b57fe66,7915,2
917,bb407f30-f5f8-466e-aff9-25556b57fe66,8075,9
918,bb407f30-f5f8-466e-aff9-25556b57fe66,8105,23
919,bb865c82-49f0-4df9-b8f5-75a406405cbb,8083,38
920,bb865c82-49f0-4df9-b8f5-75a406405cbb,8086,36
921,bb865c82-49f0-4df9-b8f5-75a406405cbb,8138,14
922,bd48e18c-fc04-4c27-8176-8e55e8045c97,8100,9
923,bd48e18c-fc04-4c27-8176-8e55e8045c97,8101,25
924,bfd12541-ce23-4201-a9f1-e97a24acac95,7737,222
925,bfd12541-ce23-4201-a9f1-e97a24acac95,8099,16
926,bfd12541-ce23-4201-a9f1-e97a24acac95,8101,35
927,c0017e14-1a0c-494e-bf84-dd478a47d0d5,8036,3
928,c4abe711-56a5-fa70-a23f-616263646566,4065,39
929,c4abe711-56a5-fa70-a23f-616263646566,7737,115
930,c4abe711-56a5-fa70-a23f-616263646566,7758,15
931,c4abe711-56a5-fa70-a23f-616263646566,7759,23
932,c4abe711-56a5-fa70-a23f-616263646566,7788,54
933,c4abe711-56a5-fa70-a23f-616263646566,7830,40
934,c4abe711-56a5-fa70-a23f-616263646566,7856,83
935,c4abe711-56a5-fa70-a23f-616263646566,7911,9
936,c4abe711-56a5-fa70-a23f-616263646566,8083,2
937,c4abe711-56a5-fa70-a23f-616263646566,8101,122
938,c4abe711-56a5-fa70-a23f-616263646566,8138,365
939,c4abe711-56a5-fa70-a23f-616263646566,8883,37
940,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,7901,20
941,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,7902,1
942,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,7911,1
943,c75bcf5a-3f10-ee6e-8d95-4b7600020381,4299,27
944,c7804a54-10e5-4f29-9402-7465d89abeed,7737,68
945,c7804a54-10e5-4f29-9402-7465d89abeed,8075,16
946,c7804a54-10e5-4f29-9402-7465d89abeed,8138,83
947,c94749f5-0516-4b84-ab64-1d349ee9d79d,7772,1
948,c9a877b7-30ba-5d47-aadf-31aa5078c24a,8037,2
949,d451a8ca-6bf8-7847-ffad-d5370ba20806,4308,93
950,d451a8ca-6bf8-7847-ffad-d5370ba20806,4309,4
951,d451a8ca-6bf8-7847-ffad-d5370ba20806,7759,29
952,d451a8ca-6bf8-7847-ffad-d5370ba20806,7778,1262
953,d77657c4-52a7-426f-b9d0-d71e10798c8a,3742,1243
954,d77657c4-52a7-426f-b9d0-d71e10798c8a,3743,13
955,d77657c4-52a7-426f-b9d0-d71e10798c8a,3745,6
956,d77657c4-52a7-426f-b9d0-d71e10798c8a,3748,9
957,d77657c4-52a7-426f-b9d0-d71e10798c8a,3775,12
958,d77657c4-52a7-426f-b9d0-d71e10798c8a,3780,3
959,d77657c4-52a7-426f-b9d0-d71e10798c8a,3789,53
960,d77657c4-52a7-426f-b9d0-d71e10798c8a,3791,1329
961,d77657c4-52a7-426f-b9d0-d71e10798c8a,3792,1293
962,d77657c4-52a7-426f-b9d0-d71e10798c8a,3882,116
963,d77657c4-52a7-426f-b9d0-d71e10798c8a,3883,56
964,d77657c4-52a7-426f-b9d0-d71e10798c8a,3981,8
965,d77657c4-52a7-426f-b9d0-d71e10798c8a,4004,55
966,d77657c4-52a7-426f-b9d0-d71e10798c8a,4011,12
967,d77657c4-52a7-426f-b9d0-d71e10798c8a,4012,12
968,d77657c4-52a7-426f-b9d0-d71e10798c8a,4013,27
969,d77657c4-52a7-426f-b9d0-d71e10798c8a,4246,71
970,d77657c4-52a7-426f-b9d0-d71e10798c8a,4247,263
971,d77657c4-52a7-426f-b9d0-d71e10798c8a,4299,1366
972,d77657c4-52a7-426f-b9d0-d71e10798c8a,4360,130
973,d77657c4-52a7-426f-b9d0-d71e10798c8a,4361,110
974,d77657c4-52a7-426f-b9d0-d71e10798c8a,4362,20
975,d77657c4-52a7-426f-b9d0-d71e10798c8a,4416,12
976,d77657c4-52a7-426f-b9d0-d71e10798c8a,4700,204
977,d77657c4-52a7-426f-b9d0-d71e10798c8a,7721,45
978,d77657c4-52a7-426f-b9d0-d71e10798c8a,7730,3
979,d77657c4-52a7-426f-b9d0-d71e10798c8a,7737,235
980,d77657c4-52a7-426f-b9d0-d71e10798c8a,7750,504
981,d77657c4-52a7-426f-b9d0-d71e10798c8a,7755,72
982,d77657c4-52a7-426f-b9d0-d71e10798c8a,7756,150
983,d77657c4-52a7-426f-b9d0-d71e10798c8a,7757,915
984,d77657c4-52a7-426f-b9d0-d71e10798c8a,7760,2
985,d77657c4-52a7-426f-b9d0-d71e10798c8a,7762,669
986,d77657c4-52a7-426f-b9d0-d71e10798c8a,7763,165
987,d77657c4-52a7-426f-b9d0-d71e10798c8a,7770,43
988,d77657c4-52a7-426f-b9d0-d71e10798c8a,7772,6
989,d77657c4-52a7-426f-b9d0-d71e10798c8a,7775,5
990,d77657c4-52a7-426f-b9d0-d71e10798c8a,7776,7
991,d77657c4-52a7-426f-b9d0-d71e10798c8a,7777,4
992,d77657c4-52a7-426f-b9d0-d71e10798c8a,7781,4
993,d77657c4-52a7-426f-b9d0-d71e10798c8a,7789,451
994,d77657c4-52a7-426f-b9d0-d71e10798c8a,7818,99
995,d77657c4-52a7-426f-b9d0-d71e10798c8a,7838,2
996,d77657c4-52a7-426f-b9d0-d71e10798c8a,7839,4
997,d77657c4-52a7-426f-b9d0-d71e10798c8a,7840,4
998,d77657c4-52a7-426f-b9d0-d71e10798c8a,7845,47
999,d77657c4-52a7-426f-b9d0-d71e10798c8a,7847,2
1000,d77657c4-52a7-426f-b9d0-d71e10798c8a,7848,2
1001,d77657c4-52a7-426f-b9d0-d71e10798c8a,7851,13
1002,d77657c4-52a7-426f-b9d0-d71e10798c8a,7856,511
1003,d77657c4-52a7-426f-b9d0-d71e10798c8a,7860,2
1004,d77657c4-52a7-426f-b9d0-d71e10798c8a,7871,3
1005,d77657c4-52a7-426f-b9d0-d71e10798c8a,7906,3
1006,d77657c4-52a7-426f-b9d0-d71e10798c8a,7910,20
1007,d77657c4-52a7-426f-b9d0-d71e10798c8a,7915,2
1008,d77657c4-52a7-426f-b9d0-d71e10798c8a,8030,115
1009,d77657c4-52a7-426f-b9d0-d71e10798c8a,8035,1
1010,d77657c4-52a7-426f-b9d0-d71e10798c8a,8037,786
1011,d77657c4-52a7-426f-b9d0-d71e10798c8a,8062,6
1012,d77657c4-52a7-426f-b9d0-d71e10798c8a,8075,406
1013,d77657c4-52a7-426f-b9d0-d71e10798c8a,8083,10
1014,d77657c4-52a7-426f-b9d0-d71e10798c8a,8099,8
1015,d77657c4-52a7-426f-b9d0-d71e10798c8a,8100,159
1016,d77657c4-52a7-426f-b9d0-d71e10798c8a,8101,156
1017,d77657c4-52a7-426f-b9d0-d71e10798c8a,8103,691
1018,d77657c4-52a7-426f-b9d0-d71e10798c8a,8124,3815
1019,d77657c4-52a7-426f-b9d0-d71e10798c8a,8131,467
1020,d77657c4-52a7-426f-b9d0-d71e10798c8a,8135,30
1021,d77657c4-52a7-426f-b9d0-d71e10798c8a,8136,14
1022,d77657c4-52a7-426f-b9d0-d71e10798c8a,8137,984
1023,d77657c4-52a7-426f-b9d0-d71e10798c8a,8138,1564
1024,d77657c4-52a7-426f-b9d0-d71e10798c8a,8141,116
1025,d77657c4-52a7-426f-b9d0-d71e10798c8a,8142,315
1026,d77657c4-52a7-426f-b9d0-d71e10798c8a,8143,114
1027,d77657c4-52a7-426f-b9d0-d71e10798c8a,8159,451
1028,d8135e1e-e71c-4e14-97a6-3501a36954d7,8103,7
1029,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f,8036,129
1030,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f,8138,34
1031,d8db1b53-006f-453a-b832-0f8d6bc3b35f,8138,396
1032,d954b22d-0031-4b02-b91d-f86c1fbd8d22,7789,863
1033,d954b22d-0031-4b02-b91d-f86c1fbd8d22,7821,1009
1034,d954b22d-0031-4b02-b91d-f86c1fbd8d22,7829,1056
1035,d954b22d-0031-4b02-b91d-f86c1fbd8d22,7830,9699
1036,d954b22d-0031-4b02-b91d-f86c1fbd8d22,7831,3446
1037,d954b22d-0031-4b02-b91d-f86c1fbd8d22,7856,972
1038,d954b22d-0031-4b02-b91d-f86c1fbd8d22,8124,71
1039,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,7853,791
1040,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,7854,754
1041,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,7855,84
1042,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,7856,169
1043,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,8083,1
1044,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,8086,13
1045,df5558f8-0c2e-46e6-9da9-4c82824ceda1,7789,4
1046,e0cb235d-7ee8-4e87-83c4-31730517fa09,4119,9
1047,e0cb235d-7ee8-4e87-83c4-31730517fa09,7821,88
1048,e0d2870b-849d-1df0-fe9a-ac5f0002038c,7737,56
1049,e150ec1c-0d67-4793-be2b-f6c0360bae61,8083,14
1050,e1717541-3116-b5a5-8f5c-458db726c2b7,4337,4
1051,e1f54e02-1e23-44e0-9c3d-512eb56adec9,8075,12
1052,e20a39f4-73f5-4bc4-1864-17d1ad07a962,7779,41
1053,e20a39f4-73f5-4bc4-1864-17d1ad07a962,8083,1
1054,e20a39f4-73f5-4bc4-1864-17d1ad07a962,8086,7
1055,e20a39f4-73f5-4bc4-1864-17d1ad07a962,8131,138
1056,e20a39f4-73f5-4bc4-1864-17d1ad07a962,8135,16
1057,e23af6ec-8e03-f0f1-3025-883100000384,7737,261
1058,e23af6ec-8e03-f0f1-3025-883100020384,7737,205
1059,e2c56db5-dffb-48d2-b060-d0f5a71096e0,3743,65
1060,e2c56db5-dffb-48d2-b060-d0f5a71096e0,3754,9
1061,e2c56db5-dffb-48d2-b060-d0f5a71096e0,3775,156
1062,e2c56db5-dffb-48d2-b060-d0f5a71096e0,4011,63
1063,e2c56db5-dffb-48d2-b060-d0f5a71096e0,4012,142
1064,e2c56db5-dffb-48d2-b060-d0f5a71096e0,4013,270
1065,e2c56db5-dffb-48d2-b060-d0f5a71096e0,4054,250
1066,e2c56db5-dffb-48d2-b060-d0f5a71096e0,4416,80
1067,e2c56db5-dffb-48d2-b060-d0f5a71096e0,4424,1
1068,e2c56db5-dffb-48d2-b060-d0f5a71096e0,4985,36
1069,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7747,3
1070,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7778,44
1071,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7779,98
1072,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7788,594
1073,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7789,1652
1074,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7817,213
1075,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7829,422
1076,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7856,384
1077,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7871,3
1078,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7893,21
1079,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7903,6
1080,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7910,3
1081,e2c56db5-dffb-48d2-b060-d0f5a71096e0,7927,11
1082,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8024,5
1083,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8026,3
1084,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8027,2
1085,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8036,148
1086,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8037,1252
1087,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8048,6
1088,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8083,49
1089,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8099,11
1090,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8100,75
1091,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8101,98
1092,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8104,5
1093,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8124,439
1094,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8131,182
1095,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8132,9
1096,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8136,147
1097,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8137,76
1098,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8138,199
1099,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8143,45
1100,e2e1adec-2e34-4320-82ff-b162204cef07,4298,2
1101,e2e1adec-2e34-4320-82ff-b162204cef07,4299,5
1102,e2e1adec-2e34-4320-82ff-b162204cef07,4309,27
1103,e2e1adec-2e34-4320-82ff-b162204cef07,4310,18
1104,e2e1adec-2e34-4320-82ff-b162204cef07,7778,112
1105,e502ebe8-3b55-4bfe-9c97-657e061c3114,7927,8
1106,e5a392d8-5351-4fb4-8bde-277773263d48,3792,62
1107,e5a392d8-5351-4fb4-8bde-277773263d48,4337,2
1108,e5a392d8-5351-4fb4-8bde-277773263d48,8138,121
1109,e5fae995-38cb-4d78-ac3f-bd349871d6d4,7856,128
1110,e5fae995-38cb-4d78-ac3f-bd349871d6d4,8083,67
1111,e5fae995-38cb-4d78-ac3f-bd349871d6d4,8103,232
1112,e60fdc20-9e42-11e9-b475-0800200c9a66,7893,1
1113,e60fdc20-9e42-11e9-b475-0800200c9a66,7906,3
1114,e688762b-df54-86c3-df1a-6801b80c1257,8101,42
1115,e8996658-ba30-9e10-ced8-daaeb21e1afd,7747,2
1116,ec00025c-5101-142e-3505-1ea495693654,8101,52
1117,ef090000-11d6-42ba-93b8-9dd7ec090aa9,3859,58
1118,f000f0c0-0451-4000-b000-000000000000,7759,27
1119,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,7915,2
1120,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,8075,44
1121,f1eabf09-e313-4fcd-80df-67c779763888,3754,129
1122,f2356731-fbd4-4a10-8aa2-c89adf48a98d,4298,1
1123,f2356731-fbd4-4a10-8aa2-c89adf48a98d,4308,237
1124,f2356731-fbd4-4a10-8aa2-c89adf48a98d,4309,53
1125,f2356731-fbd4-4a10-8aa2-c89adf48a98d,7737,21
1126,f34ebac4-7cd7-4027-878e-55f4e71d0309,7769,1
1127,f34ebac4-7cd7-4027-878e-55f4e71d0309,7770,46
1128,f34ebac4-7cd7-4027-878e-55f4e71d0309,7856,15
1129,f34ebac4-7cd7-4027-878e-55f4e71d0309,8075,19
1130,f34ebac4-7cd7-4027-878e-55f4e71d0309,8083,5
1131,f34ebac4-7cd7-4027-878e-55f4e71d0309,8086,3
1132,f34ebac4-7cd7-4027-878e-55f4e71d0309,8103,38
1133,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,4119,9
1134,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,4337,42
1135,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,7856,14
1136,f7826da6-4fa2-4e98-8024-bc5b71e0893e,7789,7
1137,f7826da6-4fa2-4e98-8024-bc5b71e0893e,8037,115
1138,f7826da6-4fa2-4e98-8024-bc5b71e0893e,8083,35
1139,f7826da6-4fa2-4e98-8024-bc5b71e0893e,8138,31
1140,f7b5c2e9-949d-49f3-bb3b-08762506cec1,7856,131
1141,f7b5c2e9-949d-49f3-bb3b-08762506cec1,8075,1368
1142,f7b5c2e9-949d-49f3-bb3b-08762506cec1,8103,13
1143,f7f489e9-c07e-41b0-beab-a24ce4d49faa,3754,203
1144,f87681b0-a7c6-11e9-b475-0800200c9a66,8083,4
1145,f9d79150-efc7-45ab-8738-f7054902ee2b,8086,17
1146,faaf3ed6-6d65-a7a2-5f13-3024d059405d,7898,33
1147,faaf3ed6-6d65-a7a2-5f13-3024d059405d,7901,48
1148,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,7737,538
1149,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,7769,426
1150,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,7788,1082
1151,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,8124,1642
1152,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,8138,5000
1153,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,8143,291
1154,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,8159,360
1155,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,8160,1126
1156,fc9781c4-022b-4e04-9c65-cba35b2ccc49,8075,20
1157,fc9781c4-022b-4e04-9c65-cba35b2ccc49,8100,110
1158,fda50693-a4e2-4fb1-3344-df97a470ee50,8037,4
1159,fda50693-a4e2-4fb1-3344-ff767760cac6,3775,12
1160,fda50693-a4e2-4fb1-3344-ff767760cac6,3981,8
1161,fda50693-a4e2-4fb1-afcf-c6eb07647825,4013,20
1162,fda50693-a4e2-4fb1-afcf-c6eb07647825,7788,56
1163,fda50693-a4e2-4fb1-afcf-c6eb07647825,7789,83
1164,fda50693-a4e2-4fb1-afcf-c6eb07647825,8037,3
1165,fda50693-a4e2-4fb1-afcf-c6eb07647825,8138,206
1166,fda50693-a4e2-4fb1-afcf-c6eb07647825,8143,46
1167,fdb3b09b-12e2-4442-be37-35a00a1d9a06,7856,37
1168,fdb3b09b-12e2-4442-be37-35a00a1d9a06,8100,13
1169,fdb3b09b-12e2-4442-be37-35a00a1d9a06,8103,12
1170,fdb3b09b-12e2-4442-be37-35a00a1d9a06,8137,26
1171,fe913213-b311-4a42-8c16-47faeac938db,4064,1
1172,fe913213-b311-4a42-8c16-47faeac938db,4086,19
1173,fe913213-b311-4a42-8c16-47faeac938db,7737,108
1174,fe913213-b311-4a42-8c16-47faeac938db,7758,125
1175,fe913213-b311-4a42-8c16-47faeac938db,8036,23
1176,fe913213-b311-4a42-8c16-47faeac938db,8037,297
1177,fe913213-b311-4a42-8c16-47faeac938db,8086,7
1178,fe913213-b311-4a42-8c16-47faeac938db,8135,116
1179,fe913213-b311-4a42-8c16-47faeac938db,8138,384
